https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011293.pub3/full| Allergy & intolerance | Sublingual immunotherapy for asthma | Rebecca Fortescue, Kayleigh M Kew, Marco Shiu Tsun Leung | 14 September 2020
https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012012.pub2/full | Effective practice & health systems | Routine Health Information System (RHIS) improvements for strengthened health system management | Natalie Leon, Yusentha Balakrishna, Ameer Hohlfeld, Willem A Odendaal, Bey-Marrié Schmidt, Virginia Zweigenthal, Jocelyn Anstey Watkins, Karen Daniels | 13 August 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004398.pub4/full | Effective practice & health systems | Printed educational materials: effects on professional practice and healthcare outcomes | Anik Giguère, Hervé Tchala Vignon Zomahoun, Pierre-Hugues Carmichael, Claude Bernard Uwizeye, France Légaré, Jeremy M Grimshaw, Marie-Pierre Gagnon, David U Auguste, José Massougbodji | 31 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD000197.pub4/full | Effective practice & health systems | Organised inpatient (stroke unit) care for stroke: network meta‐analysis | Peter Langhorne, Samantha Ramachandra, Stroke Unit Trialists' Collaboration | 23 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013582/full | Effective practice & health systems | Barriers and facilitators to healthcare workers’ adherence with infection prevention and control (IPC) guidelines for respiratory infectious diseases: a rapid qualitative evidence synthesis | Catherine Houghton, Pauline Meskell, Hannah Delaney, Mike Smalle, Claire Glenton, Andrew Booth, Xin Hui S Chan, Declan Devane, Linda M Biesty | 21 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010763.pub2/full | Effective practice & health systems | Patient‐initiated appointment systems for adults with chronic conditions in secondary care | Rebecca Whear, Joanna Thompson‐Coon, Morwenna Rogers, Rebecca A Abbott, Lindsey Anderson, Obioha Ukoumunne, Justin Matthews, Victoria A Goodwin, Simon Briscoe, Mark Perry, Ken Stein | 9 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011942.pub2/full | Effective practice & health systems | Health workers’ perceptions and experiences of using mHealth technologies to deliver primary healthcare services: a qualitative evidence synthesis | Willem A Odendaal, Jocelyn Anstey Watkins, Natalie Leon, Jane Goudge, Frances Griffiths, Mark Tomlinson, Karen Daniels | 26 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012982.pub2/full | Effective practice & health systems | Death audits and reviews for reducing maternal, perinatal and child mortality | Merlin L Willcox, Jessica Price, Sophie Scott, Brian D Nicholson, Beth Stuart, Nia W Roberts, Helen Allott, Vincent Mubangizi, Alexandre Dumont, Anthony Harnden | 25 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011779.pub3/full | Effective practice & health systems | Strategies to improve the implementation of healthy eating, physical activity and obesity prevention policies, practices or programmes within childcare services | Luke Wolfenden, Courtney Barnes, Jannah Jones, Meghan Finch, Rebecca J Wyse, Melanie Kingsland, Flora Tzelepis, Alice Grady, Rebecca K Hodder, Debbie Booth, Sze Lin Yoong | 10 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010255.pub3/full | Effective practice & health systems | Telerehabilitation services for stroke | Kate E Laver, Zoe Adey‐Wakeling, Maria Crotty, Natasha A Lannin, Stacey George, Catherine Sherrington | 31 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003437.pub4/full | Effective practice & health systems | Pharmacological, psychological, and non‐invasive brain stimulation interventions for treating depression after stroke | Sabine Allida, Katherine Laura Cox, Cheng‐Fang Hsieh, Helen Lang, Allan House, Maree L Hackett | 28 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011895.pub2/full | Effective practice & health systems | Improving vaccination uptake among adolescents | Leila H Abdullahi, Benjamin M Kagina, Valantine Ngum Ndze, Gregory D Hussey, Charles S Wiysonge | 17 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013299.pub2/full | Effective practice & health systems | Pharmacy‐based management for depression in adults | Jennifer Valeska Elli Brown, Nick Walton, Nicholas Meader, Adam Todd, Lisa AD Webster, Rachel Steele, Stephanie J Sampson, Rachel Churchill, Dean McMillan, Simon Gilbody, David Ekers | 23 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD001174.pub4/full | Effective practice & health systems | Manually‐generated reminders delivered on paper: effects on professional practice and patient outcomes | Tomas Pantoja, Jeremy M Grimshaw, Nathalie Colomer, Carla Castañon, Javiera Leniz Martelli | 18 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010910.pub3/full | Effective practice & health systems | Interventions for female drug‐using offenders | Amanda E Perry, Marrissa Martyn‐St James, Lucy Burns, Catherine Hewitt, Julie M Glanville, Anne Aboaja, Pratish Thakkar, Keshava Murthy Santosh Kumar, Caroline Pearson, Kath Wright | 13 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011207.pub2/full | Effective practice & health systems | Community pharmacy interventions for health promotion: effects on professional practice and health outcomes | Liz Steed, Ratna Sohanpal, Adam Todd, Vichithranie W Madurasinghe, Carol Rivas, Elizabeth A Edwards, Carolyn D Summerbell, Stephanie JC Taylor, RT Walton | 6 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012425.pub2/full | Effective practice & health systems | Follow‐up strategies following completion of primary cancer treatment in adult cancer survivors | Beverley L Høeg, Pernille E Bidstrup, Randi V Karlsen, Anne Sofie Friberg, Vanna Albieri, Susanne O Dalton, Lena Saltbæk, Klaus Kaae Andersen, Trine Allerslev Horsboel, Christoffer Johansen | 21 November 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013478/full | Effective practice & health systems | Pharmaceutical policies: effects of educational or regulatory policies targeting prescribers | Fatima Suleman, Espen Movik | 13 November 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012177.pub2/full | Effective practice & health systems | The effects of interactive training of healthcare providers on the management of life‐threatening emergencies in hospital | Abi Merriel, Jo Ficquet, Katie Barnard, Setor K Kunutsor, Jasmeet Soar, Erik Lenguerrand, Deborah M Caldwell, Christy Burden, Cathy Winter, Tim Draycott, Dimitrios Siassakos | 24 September 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012636.pub2/full | Effective practice & health systems | Ethical case interventions for adult patients | Jan Schildmann, Stephan Nadolny, Joschka Haltaufderheide, Marjolein Gysels, Jochen Vollmann, Claudia Bausewein | 22 July 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012110.pub2/full | Endocrine & metabolic | Body weight management in overweight and obese breast cancer survivors | Hassan Shaikh, Peter Bradhurst, Li Xin Ma, Sim Yee (Cindy) Tan, Sam J Egger, Janette L Vardy | 11 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013138.pub2/full | Endocrine & metabolic | Antiandrogen or estradiol treatment or both during hormone therapy in transitioning transgender women | Claudia Haupt, Miriam Henke, Alexia Kutschmar, Birgit Hauser, Sandra Baldinger, Sarah Rafaela Saenz, Gerhard Schreiber | 28 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013516.pub2/full | Endocrine & metabolic | Pioglitazone for prevention or delay of type 2 diabetes mellitus and its associated complications in people at risk for the development of type 2 diabetes mellitus | Emil Ørskov Ipsen, Kasper S Madsen, Yuan Chi, Ulrik Pedersen-Bjergaard, Bernd Richter, Maria-Inti Metzendorf, Bianca Hemmingsen | 19 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005656.pub3/full | Endocrine & metabolic | Intravitreal steroids for macular edema in diabetes | Thanitsara Rittiphairoj, Tahreem A Mir, Tianjing Li, Gianni Virgili | 17 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005613.pub4/full | Endocrine & metabolic | (Ultra‐)long‐acting insulin analogues versus NPH insulin (human isophane insulin) for adults with type 2 diabetes mellitus | Thomas Semlitsch, Jennifer Engler, Andrea Siebenhofer, Klaus Jeitler, Andrea Berghold, Karl Horvath | 9 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010787.pub2/full | Endocrine & metabolic | Minimally invasive parathyroidectomy guided by intraoperative parathyroid hormone monitoring (IOPTH) and preoperative imaging versus bilateral neck exploration for primary hyperparathyroidism in adults | Hala Ahmadieh, Omar Kreidieh, Elie A Akl, Ghada El-Hajj Fuleihan | 21 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD004730.pub5/full | Endocrine & metabolic | Drug treatments for managing cystic fibrosis‐related diabetes | Gary M Onady, Adrienne Stolfi | 19 October 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008294.pub5/full | Endocrine & metabolic | Pine bark (<i>Pinus</i> spp.) extract for treating chronic disorders | Nina U Robertson, Anel Schoonees, Amanda Brand, Janicke Visser | 29 September 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009966.pub3/full | Endocrine & metabolic | Glucose‐lowering agents for treating pre‐existing and new‐onset diabetes in kidney transplant recipients | Clement Lo, Tadashi Toyama, Megumi Oshima, Min Jun, Ken L Chin, Carmel M Hawley, Sophia Zoungas | 30 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013006.pub2/full | Endocrine & metabolic | Interventions for the management of obesity in people with bipolar disorder | Agnes Tully, Siobhan Smyth, Yvonne Conway, John Geddes, Declan Devane, John P Kelly, Fionnuala Jordan | 20 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011378.pub2/full | Endocrine & metabolic | Nutritional interventions for treating foot ulcers in people with diabetes | Zena EH Moore, Meave A Corcoran, Declan Patton | 17 July 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012394.pub3/full | Endocrine & metabolic | Interventions to prevent women from developing gestational diabetes mellitus: an overview of Cochrane Reviews | Rebecca J Griffith, Jane Alsweiler, Abigail E Moore, Stephen Brown, Philippa Middleton, Emily Shepherd, Caroline A Crowther | 11 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012906.pub2/full | Endocrine & metabolic | Metformin monotherapy for adults with type 2 diabetes mellitus | Filip Gnesin, Anne Cathrine Baun Thuesen, Lise Katrine Aronsen Kähler, Sten Madsbad, Bianca Hemmingsen | 5 June 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD005266.pub2/full | Endocrine & metabolic | Screening for type 2 diabetes mellitus | Nasheeta Peer, Yusentha Balakrishna, Solange Durao | 29 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012885.pub2/full | Endocrine & metabolic | Non‐nutritive sweeteners for diabetes mellitus | Szimonetta Lohner, Daniela Kuellenberg de Gaudry, Ingrid Toews, Tamas Ferenci, Joerg J Meerpohl | 25 May 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012581.pub2/full | Endocrine & metabolic | Vitamin D, calcium or a combination of vitamin D and calcium for the treatment of nutritional rickets in children | Moriam T Chibuzor, Diepiriye Graham‐Kalio, Joy O Osaji, Martin M Meremikwu | 17 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010205.pub2/full | Endocrine & metabolic | Zinc supplementation for the promotion of growth and prevention of infections in infants less than six months of age | Zohra S Lassi, Jaameeta Kurji, Cristieli Sérgio de Oliveira, Anoosh Moin, Zulfiqar A Bhutta | 8 April 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010159.pub2/full | Endocrine & metabolic | Calcitonin testing for detection of medullary thyroid cancer in people with thyroid nodules | Hans HG Verbeek, Jan Willem B de Groot, Wim J Sluiter, Anneke C Muller Kobold, Edwin R van den Heuvel, John TM Plukker, Thera P Links | 16 March 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011779.pub3/full | Endocrine & metabolic | Strategies to improve the implementation of healthy eating, physical activity and obesity prevention policies, practices or programmes within childcare services | Luke Wolfenden, Courtney Barnes, Jannah Jones, Meghan Finch, Rebecca J Wyse, Melanie Kingsland, Flora Tzelepis, Alice Grady, Rebecca K Hodder, Debbie Booth, Sze Lin Yoong | 10 February 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011919.pub2/full | Endocrine & metabolic | Resveratrol for adults with type 2 diabetes mellitus | Maya M Jeyaraman, Nameer S H Al‐Yousif, Amrinder Singh Mann, Vernon W Dolinsky, Rasheda Rabbani, Ryan Zarychanski, Ahmed M Abou‐Setta | 17 January 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD013084.pub2/full | Endocrine & metabolic | Intravenous iron therapy for non‐anaemic, iron‐deficient adults | Lachlan F Miles, Edward Litton, Georgina Imberger, David Story | 20 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD008558.pub2/full | Endocrine & metabolic | Metformin for prevention or delay of type 2 diabetes mellitus and its associated complications in persons at increased risk for the development of type 2 diabetes mellitus | Kasper S Madsen, Yuan Chi, Maria‐Inti Metzendorf, Bernd Richter, Bianca Hemmingsen | 3 December 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD006401.pub5/full | Endocrine & metabolic | Statins for children with familial hypercholesterolemia | Alpo Vuorio, Jaana Kuoppala, Petri T Kovanen, Steve E Humphries, Serena Tonstad, Albert Wiegman, Euridiki Drogari, Uma Ramaswami | 7 November 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD010736.pub2/full | Endocrine & metabolic | Oxandrolone for growth hormone‐treated girls aged up to 18 years with Turner syndrome | Sarar Mohamed, Hadeel Alkofide, Yaser A Adi, Yasser Sami Amer, Khalid AlFaleh | 30 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD009902.pub2/full | Endocrine & metabolic | Fortification of rice with vitamins and minerals for addressing micronutrient malnutrition | Juan Pablo Peña‐Rosas, Prasanna Mithra, Bhaskaran Unnikrishnan, Nithin Kumar, Luz Maria De‐Regil, N Sreekumaran Nair, Maria N Garcia‐Casal, Juan Antonio Solon | 25 October 2019

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012123.pub2/full | Gastroenterology & hepatology | N‐acetylcysteine for non‐paracetamol (acetaminophen)‐related acute liver failure | Jacky TP Siu, Trina Nguyen, Ricky D Turgeon | 9 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD003048.pub4/full | Gastroenterology & hepatology | Probiotics for treating acute infectious diarrhoea | Shelui Collinson, Andrew Deans, April Padua-Zamora, Germana V Gregorio, Chao Li, Leonila F Dans, Stephen J Allen | 8 December 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD012078.pub2/full | Gastroenterology & hepatology | Salvage systemic therapy for advanced gastric and oesophago‐gastric junction adenocarcinoma | Yoko Tomita, Max Moldovan, Rachael Chang Lee, Amy HC Hsieh, Amanda Townsend, Timothy Price | 19 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011313.pub4/full | Gastroenterology & hepatology | Yttrium‐90 microsphere radioembolisation for unresectable hepatocellular carcinoma | Omar Abdel-Rahman, Zeinab Elsayed | 16 November 2020

https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD011803.pub2/full | Gastroenterology & hepatology | Band ligation versus sclerotherapy for primary prophylaxis of oesophageal variceal bleeding in children with chronic liver disease or portal vein thrombosis | Juan Cristóbal Gana, Lorena I Cifuentes, Daniela Gattini, Romina Torres-Robles | 6 November 2020
